,1,2,3
0,1,92,105.53879679999999
1,2,155,122.2862257
2,3,209,114.61774170000001
3,4,265,74.19102336
4,5,276,98.12376101
5,6,334,93.35922105
6,7,390,96.70802364
7,8,423,81.31658722
8,9,477,109.3154673
9,10,507,124.6005293
10,11,577,141.67300219999998
11,12,666,138.94079330000002
12,13,769,135.8625942
13,14,835,109.3997991
14,15,877,103.4319625
15,16,945,105.37949170000002
16,17,982,127.8859996
