,1,2,3
0,1,63,106.953076
1,2,163,116.2589324
2,3,256,98.13794544
3,4,324,94.42455399
4,5,359,89.50183956
5,6,466,91.03664446
6,7,498,94.99680396
7,8,607,113.2197885
8,9,641,85.44103475
9,10,716,103.04188359999999
10,11,770,91.94044937
11,12,866,117.74493390000002
12,13,972,115.12793290000002
