,1,2,3
0,1,28,109.229329
1,2,168,106.34120859999999
2,3,231,103.7160228
3,4,299,97.98721871
4,5,430,105.05420910000001
5,6,506,101.8719324
6,7,606,104.2865385
7,8,732,110.7452341
8,9,805,115.85018899999999
9,10,918,100.13673270000001
