,1,2,3
0,1,104,120.2572831
1,2,156,109.3336517
2,3,256,107.8189772
3,4,297,114.5174686
4,5,379,108.61173500000001
5,6,419,80.99658155
6,7,458,103.1007244
7,8,525,104.70268320000001
8,9,601,91.94141305
9,10,664,106.2288703
10,11,682,105.76324170000001
11,12,750,106.8989061
12,13,832,106.8010682
13,14,895,110.1597439
14,15,935,91.80597266
15,16,996,111.2940689
