,1,2,3
0,1,76,2.790100285
1,2,272,8.014822188
2,3,339,2.334293325
3,4,383,3.3049720810000003
4,5,401,5.32365749
5,6,454,2.084397568
6,7,482,5.535459785
7,8,550,4.337053868
8,9,552,2.761193833
9,10,610,5.197755269
10,11,755,2.1205296590000002
11,12,863,7.469022071
12,13,875,1.968471923
13,14,878,3.0837034660000002
