,1,2,3,4,5,6
0,1.359224107,0,109981.805,109988.395,109994.965,0.1519756837
1,1.4249156459999999,0,109982.05,109988.74,109995.415,0.1496445939
2,1.4488932680000002,0,109983.305,109989.955,109996.62,0.1502065338
3,1.799103825,0,109984.75,109991.65,109998.515,0.1452960405
4,1.332591405,0,109983.32,109989.9,109996.48,0.1519756837
5,1.297554031,0,109982.065,109988.685,109995.315,0.1509433961
6,1.449604069,0,109984.74,109991.435,109998.1,0.1497005987
7,1.598702514,0,109982.91,109989.71,109996.44,0.1478196599
