,1,2,3
0,1,12,2.8501426569999997
1,2,71,2.7056024489999997
2,3,73,3.079075813
3,4,127,1.636226877
4,5,195,5.011465947
5,6,266,3.2091088180000003
6,7,268,3.023860141
7,8,372,8.447269367999999
8,9,412,6.536578485
9,10,425,6.807755844
10,11,518,7.443464221
11,12,635,6.384225429
12,13,692,4.583668222
13,14,729,8.469658353
14,15,765,3.069732471
15,16,862,6.613200074
16,17,919,8.110091891
