,1,2,3,4,5,6,7,8
0,2500.0,57.92607058,21.01310743,37.58460167,78.93917802,0.00100000813,0.00113297223,
1,5000.0,43.42775949,35.51141947,38.45132034,78.93917896,0.001862828058,0.3916627502,
2,7500.0,42.49198278,36.44719744,38.93566892,78.93918023,0.0019948346109999997,0.4335329932,
3,10000.0,32.45105284,46.48812708,39.193252799999996,78.93917992,0.002351234548,0.5458726973,
4,12500.0,42.26488326,36.6742967,39.09701152,78.93917997,0.001626649669,0.3075413707,
5,15000.0,41.90600315,37.03317678,39.18602978,78.93917993,0.002113498708,0.4825691193,
6,17500.0,40.18621163,38.75296859,38.93967697,78.93918022,0.002180695835,0.5936139613,
7,20000.0,34.78812477,44.1510547,39.09631938,78.93917946,0.0021951344990000002,0.4668467965,
8,22500.0,33.04560393,45.8935756,39.1371433,78.93917953,0.002053700435,0.43136156229999995,
9,25000.0,42.68212542,36.257054,39.15682761,78.93917942,0.002166110001,0.5463860282,
10,27500.0,52.18973927,26.74943992,38.63586884,78.93917919,0.002351235252,0.6097165876,
11,30000.0,39.48627599,39.45290373,38.84528444,78.93917972,0.002077400814,0.5563891785,
12,32500.0,44.13997052,34.79920907,38.96300065,78.93917959,0.002566924387,0.9850838501000001,
13,35000.0,39.17660599,39.76257326,39.01620094,78.93917925,0.002026358774,0.5197325449,
14,37500.0,26.21918863,52.71999055,39.06891814,78.93917918,0.0019199540849999999,0.530855905,
15,40000.0,32.94699914,45.99217988,38.98695231,78.93917902,0.002334295442,0.7740296939,
16,42500.0,39.42843092,39.51074891,39.18286895,78.93917984,0.002087576806,0.4812412064,
17,45000.0,48.28317904,30.65599983,38.8785405,78.93917887,0.002348067907,0.805412989,
18,47499.99999,42.17586015,36.76331931,38.84441715,78.93917946,0.002260594082,0.6611766733,
19,49999.99999,34.74485056,44.19432869,39.2023969,78.93917925,0.001965618732,0.5436938808,
20,52499.99999,30.06407199,48.87510733,38.90353631,78.93917932,0.001893767236,0.3838434827,
21,54999.99999,35.792854,43.14632528,39.03242855,78.93917929,0.00232346996,0.6708371515,
22,57499.99999,37.87616411,41.06301472,38.95842717,78.93917883,0.002042968675,0.588207689,
23,59999.99999,43.46739629,35.47178259,38.83526261,78.93917888,0.002223655993,0.5158232109,
24,62499.99999,40.34473842,38.59444133,38.70308698,78.93917974,0.002510644287,0.6979179655,
25,64999.99999,39.58587878,39.35329998,38.934282200000006,78.93917876,0.0021672227929999998,0.6548307349,
26,67499.99999,34.26454818,44.67463044,39.13286933,78.93917862,0.002099289834,0.516333421,
27,69999.99999,37.85515734,41.08402172,38.97583459,78.93917906,0.002204097886,0.7789845720999999,
28,72499.99999,38.19525043,40.74392834,39.13673951,78.93917876,0.002630906876,1.3087670740000001,
29,74999.99999,34.08431806,44.85486072,39.03229408,78.93917878,0.002483102098,0.6693651746,
30,77500.0,44.04362852,34.89555106,39.10551659,78.93917957,0.002307336962,0.5691293298,
31,80000.0,34.704552899999996,44.23462609,38.77178271,78.93917898,0.002506219455,0.7104581472,
32,82500.0,35.07475488,43.86442322,39.03960261,78.93917811,0.002271842861,0.993199484,
33,85000.0,35.35796619,43.58121243,38.92466787,78.93917862,0.002529824013,0.8514386857999999,
34,87500.00001,36.79830211,42.14087676,39.01478338,78.93917887,0.002043183366,0.47927241159999995,
35,90000.00001,33.83951439,45.09966418,38.92784374,78.93917857,0.002249539127,0.5315016671,
36,92500.00001,36.64506504,42.29411326,39.14022954,78.9391783,0.002555715325,1.201710251,
37,95000.00001,39.50690533,39.43227299,39.1676219,78.93917832,0.002766486179,0.6731524043000001,
38,97500.00001,39.58827682,39.35090213,39.14753062,78.93917895,0.002438061344,0.5470846463,
39,100000.0,47.5543357,31.38484262,38.88504019,78.93917833,0.002073995633,0.4815872857,
40,102500.0,33.98720338,44.95197461,39.07596792,78.939178,0.002240677965,0.49960888649999996,
41,105000.0,33.01851193,45.92066639,39.02934508,78.93917832,0.002127070302,0.4821568189,
42,107500.0,38.99359143,39.94558694,39.06545443,78.93917837,0.0026813575679999996,0.8494494614,
43,110000.0,38.22626099,40.71291739,38.84929888,78.93917838,0.0022896809699999997,0.5835732353,
44,112500.0,36.15555265,42.78362545,38.94852406,78.93917809999999,0.002724326403,0.8379278007,
45,115000.0,37.14352968,41.79564788,39.24378693,78.93917755,0.002482241135,0.6283549789,
46,117500.0,33.05039119,45.8887866,39.02359123,78.93917779,0.001984584976,0.48698751450000005,
47,120000.0,49.459180200000006,29.47999791,38.83718449,78.93917811,0.002279809266,0.681051961,
48,122500.0,43.73026255,35.20891502,38.81560154,78.93917756,0.0023197737839999997,0.5700077131,
49,125000.0,39.90964492,39.02953248,38.900914,78.9391774,0.002568814995,0.7162553105,
50,127500.0,32.77328597,46.16589164,38.90031855,78.93917761,0.002108163881,0.5807417208,
51,130000.0,34.706309399999995,44.2328689,39.23914622,78.9391783,0.00246203324,0.5429856978000001,
52,132500.0,44.45573802,34.48343932,39.29251623,78.93917735,0.002350759118,0.6350860660000001,
53,135000.0,48.02112378,30.91805324,39.03836299,78.93917702,0.002509468631,0.6752245553,
54,137500.0001,41.54925065,37.38992669,38.56411452,78.93917734,0.001897734428,0.44613263509999995,
55,140000.0001,37.23218148,41.70699629,38.9371173,78.93917777,0.002078375087,0.5298755144,
56,142500.0001,29.23394566,49.7052318,38.80052413,78.93917746,0.0022454425390000003,0.5714106807,
57,145000.0001,33.62928085,45.30989661,38.95861741,78.93917747,0.0030026255209999997,1.085223099,
58,147500.0001,38.44374272,40.49543461,38.867002899999996,78.93917733,0.002421512943,0.6080270890999999,
59,150000.0001,48.52966939,30.40950801,39.04296831,78.9391774,0.0022912748809999998,0.5631109356,
60,152500.0001,36.13442037,42.80475692,39.25826487,78.93917729,0.002291001332,0.6394517066,
61,155000.0001,44.53610983,34.40306753,38.99894984,78.93917736,0.002838281507,0.9391952856,
62,157500.0001,47.92294547,31.01623147,38.80183998,78.93917694,0.002300975589,0.6419462951,
63,160000.0001,30.52733831,48.41183908,39.14284713,78.93917738,0.002855582662,0.9858342748000001,
64,162500.0001,43.48182611,35.45735094,39.17459629,78.93917705,0.00246022359,0.7505020240000001,
65,165000.0001,42.69948142,36.23969572,38.8875955,78.93917714,0.002479625561,0.6610474614999999,
66,167500.0001,44.41804592,34.52113088,38.96226015,78.9391768,0.0025738743489999998,0.5744694389,
67,170000.0001,42.62829826,36.31087904,39.02985597,78.9391773,0.002528812948,0.8747136809,
68,172500.0001,39.94958394,38.98959322,38.87608710000001,78.93917717,0.002597275607,0.6401981225,
69,175000.0001,33.72960992,45.20956691,38.99915034,78.93917683,0.002555460341,0.9250829623000001,
70,177500.0001,36.10209465,42.83708187,38.97633018,78.93917651,0.0026290733370000004,0.745822533,
71,180000.0001,36.12385842,42.81531835,38.83281561,78.93917677,0.002420025896,0.6985768504000001,
72,182500.0001,38.24255165,40.69662475,38.74936811,78.93917641,0.002295540297,0.4934658167,
73,185000.0001,43.88968932,35.04948669,39.03285641,78.93917602,0.002539164575,0.6031575139,
74,187500.0001,48.14507335,30.79410385,39.05172082,78.9391772,0.0026089008850000003,0.6869670228,
75,190000.0001,34.47158062,44.46759591,38.95983034,78.93917653,0.002515328326,0.5808763225,
76,192500.0001,39.27838609,39.66078998,39.03822237,78.93917606,0.002240834454,0.5921861825,
77,195000.0001,40.15194676,38.78722914,38.9785261,78.93917590000001,0.0027151616749999997,0.7402687260999999,
78,197500.0001,39.1514382,39.78773784,39.13687908,78.93917604,0.002507783259,0.5529261115,
79,200000.0001,29.57171965,49.36745686,38.89532373,78.93917651,0.002426120623,0.5798453706000001,
80,202500.0001,38.97445227,39.96472355,38.93670574,78.93917582,0.002607228118,0.6527535014,
81,205000.0001,40.85194614,38.08723001,38.90969585,78.93917615,0.002454928922,0.5241062944,
82,207500.0001,40.36282077,38.57635528,39.0404806,78.93917605,0.002499629375,0.7491080918999999,
83,210000.0001,44.62153069,34.3176456,39.09581922,78.93917629,0.002339659631,0.5409909609,
84,212500.0001,41.22075026,37.71842559,39.04016808,78.93917584,0.00270014434,0.9577361187000001,
85,215000.0001,47.61246201,31.32671412,39.09547242,78.93917613,0.002451569501,0.8674219038,
86,217500.0001,42.03986282,36.89931304,38.47014878,78.93917586,0.0024496088,0.5530404729,
87,220000.0001,40.07626202,38.86291439,39.00066365,78.93917641,0.002499586902,0.6489418799000001,
88,222500.0001,41.12211433,37.81706167,38.99868162,78.939176,0.0024965011350000003,0.7199925767,
89,225000.0001,35.95177433,42.98740155,38.68667195,78.93917588,0.002964374083,1.0429341840000002,
90,227500.0001,44.29090806,34.64826793,39.04191328,78.93917599,0.0029053991850000005,0.6452904935,
91,230000.0001,40.81955021,38.11962523,39.12911169,78.93917544,0.002352796251,0.6388069946,
92,232500.0001,37.07160134,41.86757397,38.74607891,78.93917531,0.0024371863810000003,0.5994026249000001,
93,235000.0001,46.16499702,32.77417907,39.02739241,78.93917608,0.00247977975,0.8599506345,
94,237500.0001,39.41669823,39.52247658,39.27788372,78.93917481,0.0027823213059999996,0.9423497612,
95,240000.0001,43.43301295,35.50616223,38.92594176,78.93917518,0.002542080752,0.7449933570999999,
96,242500.0001,42.51631211,36.42286332,38.69577297,78.93917542,0.0028576611540000003,1.007544176,
97,245000.0002,36.21762948,42.72154594,38.99122362,78.93917542,0.0028060820289999996,0.8211045805,
98,247500.0002,41.78932922,37.14984618,38.83745074,78.93917540000001,0.002425236451,0.6238054133,
99,250000.0002,34.81410339,44.12507243,38.91049661,78.93917583,0.002594815761,0.7109324116,
100,252500.0002,43.45220463,35.48697113,39.14638923,78.93917576,0.002302533023,0.5416910294,
101,255000.0002,44.26480467,34.67437051,38.87678147,78.93917519,0.002204338422,0.6445489447999999,
102,257500.0002,43.90773333,35.03144225,38.89038528,78.93917558,0.00255772215,0.7868113441,
103,260000.0002,32.46694327,46.47223151,38.96384403,78.93917478,0.002686108192,0.6752320719,
104,262500.0002,36.73721117,42.20196435,38.74273817,78.93917552,0.002210006195,0.48353448299999996,
105,265000.0002,41.5332972,37.40587769,38.98386678,78.93917489,0.002305498094,0.4924904028,
106,267500.0002,46.90771993,32.03145546,39.00182242,78.93917539,0.0024654004939999997,0.7679268105,
107,270000.0002,38.43335664,40.50581882,38.71452396,78.93917546,0.002465384789,0.6165099871,
108,272500.0002,35.141314200000004,43.79786099,39.02572055,78.93917519,0.002890456431,0.7270548694,
109,275000.0002,26.04474231,52.89443249,38.99416619,78.93917479,0.002360994825,0.5127105002000001,
110,277500.0002,42.60493375,36.334241,39.14609626,78.93917475,0.002589623705,0.7647206381,
111,280000.0002,46.68294404,32.25623074,38.82169413,78.93917477,0.0025945663630000003,0.7584999573000001,
112,282500.0002,44.8461342,34.09304108,38.77040834,78.93917528,0.002080267211,0.5548481328,
113,285000.0002,38.86256137,40.07661277,38.97382464,78.93917414,0.002474067189,0.653034193,
114,287500.0002,43.06876505,35.87040931,39.30921691,78.93917436,0.002268294483,0.5237400986999999,
115,290000.0002,39.21742523,39.72174901,39.02129419,78.93917424,0.002350608908,0.5509580769,
116,292500.0002,43.38610078,35.55307336,39.11491603,78.93917414,0.002261837404,0.6106050774,
117,295000.0002,42.61739076,36.32178445,38.94646189,78.93917521,0.002551149071,0.6143153379,
118,297500.0002,37.851913,41.08726218,38.80965576,78.93917518,0.00275259644,0.7425563484000001,
119,300000.0002,37.67884877,41.26032548,39.0880127,78.93917424,0.002268034933,0.6168613344,
120,302500.0002,49.36762751,29.57154646,39.04815469,78.93917397,0.002184840943,0.46089076,
121,305000.0002,47.52935794,31.40981657,38.88961218,78.93917452,0.0032581399560000003,1.044319352,
122,307500.0002,46.30124199,32.63793277,38.90448638,78.93917475,0.0026738059850000004,0.8254868027,
123,310000.0002,43.76541649,35.17375801,38.74363482,78.93917449,0.002472883377,0.9355145731,
124,312500.0002,33.78876714,45.15040742,38.97073334,78.93917456,0.002096409974,0.4522455953,
125,315000.0002,39.66022917,39.27894433,38.83261588,78.9391735,0.002616219089,0.9277419455,
126,317500.0002,47.55672532,31.38244924,39.04450274,78.93917456,0.002318799306,0.5866308387,
127,320000.0002,43.94002062,34.99915343,38.76673582,78.93917405,0.0026018443479999998,0.6180889032,
128,322500.0002,46.94084002,31.99833328,39.30117143,78.93917329,0.0025979331770000003,0.7855202782999999,
129,325000.0002,43.3273572,35.61181727,39.35181192,78.93917447,0.002521516249,0.8098798077,
130,327500.0002,49.03492839,29.90424555,38.86710243,78.93917394,0.0028321012650000003,0.8366470915,
131,330000.0002,43.23796333,35.70121016,39.21425819,78.9391735,0.002325419076,0.6730614162999999,
132,332500.0002,42.42822063,36.51095396,39.01159253,78.93917458,0.002589239995,0.6645411774000001,
133,335000.0002,41.10455698,37.83461606,38.92001788,78.93917305,0.0026650945030000004,0.6925806465000001,
