,1,2,3
0,1,11,40.37960601
1,2,27,134.3065987
2,3,134,118.37276829999999
3,4,184,109.08060159999998
4,5,225,108.7813313
5,6,276,94.1154522
6,7,302,108.54165649999999
7,8,330,105.8005304
8,9,370,127.2847207
9,10,458,120.03310959999999
10,11,505,121.8769702
11,12,547,113.52787479999999
12,13,615,125.82951329999999
13,14,640,112.64408909999999
14,15,686,121.55173319999999
15,16,760,132.9201204
16,17,837,138.19194130000002
17,18,885,145.648718
18,19,975,142.5061583
