,1,2,3
0,1,72,0.7358592265
1,2,138,2.939510794
2,3,140,4.126544636
3,4,275,2.143119959
4,5,277,0.9538747222
5,6,279,0.8204633079000001
6,7,298,2.4175093640000003
7,8,302,3.21704271
8,9,380,1.735428409
9,10,382,1.738944031
10,11,428,3.9610338460000003
11,12,431,2.222420915
12,13,664,7.705419642000001
