,1,2,3
0,1,63,95.75551891
1,2,163,119.4803943
2,3,256,98.84374427
3,4,324,98.07850778
4,5,359,92.54896525
5,6,466,80.70012644
6,7,498,90.55394035
7,8,607,106.39833
8,9,641,88.87036602
9,10,716,98.37181485
10,11,770,99.48455838
11,12,866,113.3651631
12,13,972,114.2112625
